Date,ACN,ADBE,AMZN,AAPL,CSCO,FB,GOOG,IBM,INTC,MSFT,NFLX,ORCL,CRM,QCOM,XOM,T,KR,BAC,GE,LMT,HPQ,JPM,PG,UPS,RTX,DELL,WFC,DIS,AXP
1/12/2017,115.78,108.59,813.64,29.81,30.04,126.62,806.36,167.95,36.71,62.61,129.18,39.2,75.21,66.12,86.34,41.01,33.52,22.92,31.39,252.62,14.79,86.24,83.84,113.91,69.74,#N/A,54.5,107.53,76.88
1/13/2017,116.95,108.53,817.14,29.76,30.07,128.34,807.88,167.34,36.79,62.7,133.7,39.26,75.64,66.88,86.35,40.96,34.1,23.01,31.36,254.53,14.77,86.7,84.01,114.24,69.36,#N/A,55.31,108.06,76.62
1/16/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/2017,116.03,108,809.72,30,29.99,127.87,804.61,167.89,36.8,62.53,132.89,39.1,75.02,64.19,87.36,41.11,34.84,22.05,31.27,254.12,14.58,83.55,85.21,114.07,69.21,#N/A,53.78,107.97,76.6
1/18/2017,115.95,108.79,807.48,30,30.03,127.92,806.07,166.8,36.76,62.5,133.26,39.19,75.78,65.13,86.28,40.8,34.91,22.63,31.23,254.07,14.58,83.94,84.93,114.96,69.49,#N/A,54.27,108.16,77.49
1/19/2017,115.5,109.79,809.04,29.95,29.98,127.55,802.18,166.81,36.57,62.3,138.41,39.21,75.57,64.44,84.73,41,34.26,22.53,31.21,257.03,14.86,83.3,84.7,114.27,69.68,#N/A,54.58,107.28,76.69
1/20/2017,115.07,110.71,808.33,30,30.1,127.04,805.02,170.55,36.94,62.74,138.6,39.87,76.03,62.88,85.89,41.45,34.09,22.64,30.53,257.73,14.73,83.67,87.45,114.96,69.72,#N/A,55.07,107.66,76.2
1/23/2017,114.82,110.97,817.88,30.02,30.27,128.93,819.31,171.03,36.77,62.96,137.39,39.68,76.16,54.88,84.97,42,33.53,22.56,29.75,257.48,14.67,83.71,86.96,114.46,69.44,#N/A,54.25,107.12,75.97
1/24/2017,116.48,113.72,822.44,29.99,30.6,129.37,823.87,175.9,37.62,63.52,140.11,40.1,77.11,55,85.09,41.36,33.39,22.95,30,252.91,15.17,84.72,87.86,116.05,70.24,#N/A,54.7,107.9,77.43
1/25/2017,117.57,114.25,836.52,30.47,30.7,131.48,835.67,178.29,37.8,63.68,139.52,40.15,78.47,56.9,85.34,41.39,33.47,23.37,30.37,251,15.19,86.03,87.16,116.99,69.83,#N/A,56.62,108.04,76.89
1/26/2017,115.93,112.88,839.15,30.49,30.74,132.78,832.15,178.66,37.56,64.27,138.96,40.13,77.95,54.05,85.6,41.77,33.74,23.44,30.32,254.97,14.79,86.75,86.6,116.93,69.45,#N/A,57.18,108.06,76.93
1/27/2017,115.35,113.99,835.77,30.49,30.98,132.18,823.31,177.3,37.98,65.78,142.45,40.23,78.21,54.24,85.51,42.01,33.36,23.36,30.01,253.5,14.8,86.93,86.72,118.09,69.04,#N/A,56.59,109.3,76.85
1/30/2017,114.63,113.82,830.38,30.41,30.83,130.98,802.32,175.8,37.42,65.13,141.22,40.23,78.71,53.61,84.86,41.82,33.6,22.95,29.96,252.83,14.84,86.03,86.75,117.03,68.7,#N/A,56.08,110.94,77.28
1/31/2017,113.87,113.38,823.48,30.34,30.72,130.32,796.79,174.52,36.82,64.65,140.71,40.11,79.1,53.43,83.89,42.16,33.96,22.64,29.7,251.33,15.05,84.63,87.6,109.13,69.02,#N/A,56.33,110.65,76.38
2/1/2017,113.21,113.36,832.35,32.19,30.5,133.23,795.7,174.29,36.52,63.58,140.78,39.84,78.58,53.15,82.94,42.06,33.44,22.89,29.69,250.9,14.99,84.95,87.33,105.35,68.08,#N/A,55.91,111.3,76.76
2/2/2017,113.64,113.16,839.95,32.13,31.18,130.84,798.53,174.58,36.68,63.17,139.2,39.98,80.13,52.66,83.45,41.18,34.1,22.72,29.68,251.97,15.21,84.59,87.76,105.1,68.19,#N/A,55.75,110.61,76.51
2/3/2017,114.49,115.17,810.2,32.27,31.32,130.98,801.49,175.82,36.52,63.68,140.25,40.43,80.21,52.98,83.54,41.25,34.02,23.29,29.7,254.46,15.27,87.18,87.41,106.95,69,#N/A,57.27,110.3,78.04
2/6/2017,114.18,114.46,807.64,32.57,31.3,132.06,801.34,175.86,36.27,63.64,140.97,40.1,79.75,52.88,83.31,41.06,33.69,23.12,29.66,255.31,15.26,86.77,87.4,106.06,69.65,#N/A,56.55,109.57,77.82
2/7/2017,115.92,114.96,812.5,32.88,31.45,131.84,806.97,178.46,36.35,63.43,144,40.07,80.21,53.27,82.77,41.12,33.08,22.9,29.56,256.37,15.43,86.72,88.01,105.69,70.01,#N/A,56.34,109,77.72
2/8/2017,115.43,116.13,819.71,33.01,31.27,134.2,808.38,176.17,36.38,63.34,144.74,40.02,80.7,52.89,81.48,41.21,32.84,22.67,29.43,256.74,15.51,85.96,88.33,106.16,69.48,#N/A,55.63,109,77.8
2/9/2017,116.98,116.44,821.36,33.1,31.5,134.14,809.56,177.21,35.46,64.06,144.14,40.23,81.03,52.88,81.84,41.31,33.49,23.12,29.59,258.2,15.64,87.2,88.67,106.46,69.28,#N/A,56.73,109.49,78.18
2/10/2017,117.6,116.85,827.46,33.03,31.51,134.19,813.67,178.68,35.34,64,144.82,40.79,80.64,54,82.52,41.38,33.48,23.08,29.72,260.55,15.72,87,87.97,107.34,69.88,#N/A,56.86,109.26,78.48
2/13/2017,118.59,117.65,836.53,33.32,31.97,134.05,819.24,179.36,35.8,64.72,143.2,41.09,80.91,54.93,83,40.65,33.21,23.4,30.04,262.35,16.04,88.15,88.31,108.5,70.5,#N/A,57.08,109.65,78.91
2/14/2017,120,117.58,836.39,33.76,32.31,133.85,820.45,180.13,35.93,64.57,140.82,41.1,80.92,55.48,82.82,40.75,33.07,24.06,30.28,262.56,16.06,89.56,87.86,108.99,70.21,#N/A,57.98,110.33,79.41
2/15/2017,119.93,118.73,842.7,33.88,32.82,133.44,818.98,181.68,36.05,64.53,142.27,41.41,81.67,56.49,83.16,41.12,33.51,24.58,30.35,263.46,15.98,90.59,91.12,109.02,70.43,#N/A,58.55,110.18,79.6
2/16/2017,120.72,118.93,844.14,33.84,33.6,133.84,824.16,181.43,36.41,64.52,142.01,41.59,80.82,56.88,82.3,41.25,33.94,24.58,30.45,265.33,15.92,90.53,90.79,107.22,70.53,#N/A,58.12,110.71,79.51
2/17/2017,121.23,119.67,845.07,33.93,33.74,133.53,828.07,180.67,36.48,64.62,142.22,42.06,81.47,56.46,81.76,41.48,34.01,24.52,30.37,265.35,15.95,90.23,91.09,106.9,70.58,#N/A,58.09,110.06,79.71
2/20/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2017,122.1,119.63,856.44,34.17,34.13,133.72,831.66,180.26,36.52,64.49,142.6,42.27,82.18,56.75,81.89,41.73,34.22,24.78,30.52,265.66,16.13,91.01,91.67,107.72,70.8,#N/A,58.25,110.01,79.97
2/22/2017,122.21,119.47,855.61,34.28,34.09,136.12,830.76,181.15,36.07,64.36,143.86,42.51,82.08,57.1,80.93,41.59,33.23,24.79,30.33,265.92,16.2,91.06,91.44,105.62,70.9,#N/A,58.36,110.12,79.86
2/23/2017,122.48,118.83,852.19,34.13,34.04,135.36,831.33,181.65,36.18,64.62,142.78,42.96,82.07,57.14,81.78,41.95,32.99,24.58,30.02,264.85,17.6,91.13,91.13,105.09,70.54,#N/A,58.49,109.73,80.05
2/24/2017,123.43,119.31,845.24,34.17,34.32,135.44,828.64,181.35,36.53,64.62,143.25,43.17,81.78,57.22,81.08,42.36,33.29,24.23,30.19,266,17.65,90.33,91.05,106.18,70.77,#N/A,57.81,110.32,79.76
2/27/2017,122.79,118.78,848.64,34.23,34.26,136.41,829.28,179.4,36.51,64.23,143.41,42.7,81.54,56.73,81.54,41.82,32.22,24.57,29.94,269.36,17.65,90.43,90.89,106.73,70.99,#N/A,58.06,110.23,80.17
2/28/2017,122.5,118.34,845.04,34.25,34.18,135.54,823.21,179.82,36.2,63.98,142.13,42.59,81.35,56.48,81.32,41.79,31.8,24.68,29.81,266.58,17.37,90.62,91.07,105.76,70.83,#N/A,57.88,110.09,80.06
3/1/2017,124.07,120.35,853.08,34.95,34.44,137.42,835.24,181.95,35.93,64.94,142.65,42.92,83.81,57.01,83.02,42.04,32.06,25.5,30.19,268.38,17.62,93.6,91.66,106.87,71.54,#N/A,59.73,111.04,81.92
3/2/2017,124.35,119.9,848.91,34.74,34.39,136.76,830.63,180.53,35.91,64.01,139.53,42.89,82.67,56.37,83.3,42.07,30.67,25.23,30.19,266.99,17.32,92.14,90.91,105.95,70.92,#N/A,58.71,110.59,80.1
3/3/2017,123.64,120.04,849.88,34.95,34.29,137.17,829.08,180.05,35.9,64.25,139.14,42.69,82.22,56.44,82.46,42.01,29.63,25.44,30.12,267.76,17.35,92.8,90.5,105.93,70.7,#N/A,58.89,111.24,79.88
3/6/2017,123.24,120.15,846.61,34.84,34.19,137.42,827.78,180.47,35.57,64.27,141.94,42.57,82.5,56.45,82.83,41.96,29.37,25.25,30,267.72,17.3,91.92,90.37,106.1,70.27,#N/A,58.61,110.67,79.5
3/7/2017,124.14,119.98,846.02,34.88,34.2,137.3,831.91,180.38,35.8,64.4,141.43,42.6,82.97,56.73,82.52,41.88,28.81,25.21,29.86,269.04,17.27,91.41,90.29,105.64,70.66,#N/A,58.3,110.86,79.58
3/8/2017,124.46,119.6,850.5,34.75,34.02,137.72,835.37,179.45,35.62,64.99,140.32,42.61,83.48,57.77,81.03,41.77,29,25.26,29.8,267.72,17.32,91.21,90.14,105.73,70.33,#N/A,58.21,110.84,79.04
3/9/2017,123.18,119.91,853,34.67,34.07,138.24,838.68,177.18,35.82,64.73,140.53,42.44,83.28,57.97,81.67,41.94,28.83,25.35,29.66,268.68,17.36,91.57,90.34,105.9,70.44,#N/A,58.7,111.03,79.3
3/10/2017,123.93,121.09,852.46,34.78,34.26,138.79,843.25,177.83,35.91,64.93,140.89,42.68,83.51,58.64,81.61,42.35,28.82,25.31,30.28,268.66,17.39,91.28,91.07,106.73,70.57,#N/A,58.85,110.92,79.38
3/13/2017,124.04,121.8,854.59,34.8,34.1,139.6,845.54,176.46,35.16,64.71,143.52,42.58,83.61,58.46,81.42,42.37,28.69,25.3,29.86,269.19,17.49,91.36,91.31,107.49,70.68,#N/A,58.7,111.52,79.21
3/14/2017,123.91,121.44,852.53,34.75,34.12,139.32,845.62,175.72,35.18,64.41,143.19,42.79,83.51,58.22,80.99,42.09,28.7,25.32,29.54,268,17.47,91.51,91,106.83,70.38,#N/A,58.76,112.31,79.69
3/15/2017,124.8,122.11,852.97,35.12,34.24,139.72,847.2,175.81,35.1,64.75,145.25,43.05,83.48,58.52,82,42.59,28.84,25.18,29.76,269.44,17.57,91.73,91.4,107.74,71.16,#N/A,58.71,111.87,79.23
3/16/2017,124.1,122.35,853.42,35.17,34.23,139.99,848.78,177.24,35.14,64.64,144.39,45.73,83.52,58.35,82.07,42.44,29.32,25.22,29.75,267.94,17.65,91.64,91.44,107.8,70.7,#N/A,59.32,111.71,79.77
3/17/2017,125.22,127.01,852.31,35,34.23,139.84,852.12,175.65,35.27,64.87,145.11,45.66,83.03,57.55,82,42.61,29.55,24.86,29.88,271.98,17.56,90.68,91,108.15,71.4,#N/A,58.67,111.76,79.25
3/20/2017,124.39,126.31,856.97,35.37,34.28,139.94,848.4,175.7,35.43,64.93,145.83,45.23,82.9,57.81,82,42.42,29.19,24.44,29.74,272.03,17.56,90.03,91.22,107.12,71.43,#N/A,57.63,112.71,78.85
3/21/2017,124.64,125.07,843.2,34.96,33.88,138.51,830.46,173.88,35.04,64.21,142.42,44.84,81.55,56.8,81.83,42.08,28.93,23.02,29.39,269,17.15,87.39,91.19,106.51,70.58,#N/A,55.85,111.75,77.53
3/22/2017,126.48,126.21,848.06,35.35,34.1,139.59,829.59,174.78,35.37,65.03,142.65,44.79,81.88,57.04,81.76,41.65,28.96,22.94,29.53,269.42,17.23,87.53,90.99,106.52,70.44,#N/A,55.33,112.08,77.67
3/23/2017,120.76,126.87,847.38,35.23,33.96,139.53,817.58,174.82,35.27,64.87,141.84,44.95,81.52,56.81,81.86,41.65,29.26,23.07,29.62,269.5,17.21,87.39,90.77,105.65,70.38,#N/A,55.25,112.24,77.84
3/24/2017,118.98,127.7,845.61,35.16,34.08,140.34,814.43,173.83,35.16,64.98,142.02,44.65,81.61,56.92,81.23,41.68,29.1,23.12,29.72,267.42,17.23,87.29,90.57,105.05,70.36,#N/A,55.83,112.14,78.2
3/27/2017,119.39,128.25,846.82,35.22,33.99,140.32,819.51,173.77,35.39,65.1,144.06,44.84,81.61,56.66,81.25,41.49,28.93,23.03,29.44,267.16,17.2,87.24,90.49,104.78,70.38,#N/A,55.39,112.38,77.6
3/28/2017,121.35,128.69,856,35.95,34.02,141.76,820.92,174.51,35.6,65.29,145.17,44.69,82.14,57.38,81.84,41.56,29.04,23.48,29.62,269.12,17.26,88.6,90.76,106.19,70.95,#N/A,55.96,113.05,78.64
3/29/2017,120.98,129.58,874.32,36.03,33.74,142.65,831.41,173.94,35.57,65.47,146.47,44.52,82.38,57.36,82.02,41.45,29.34,23.35,29.68,268.24,17.26,88.27,90.6,106.03,70.52,#N/A,55.67,112.53,78.25
3/30/2017,120.52,129.61,876.34,35.98,33.74,142.41,831.5,173.86,35.75,65.71,148.06,44.68,82.56,57.2,83.7,41.76,29.2,23.87,29.87,270.54,17.65,89.03,90.2,106.66,70.77,#N/A,56.24,113.18,79.21
3/31/2017,119.88,130.13,886.54,35.92,33.8,142.05,829.56,174.14,36.07,65.86,147.81,44.61,82.49,57.34,82.01,41.55,29.49,23.59,29.8,267.6,17.88,87.84,89.85,107.3,70.61,#N/A,55.66,113.39,79.11
4/3/2017,117.64,129.59,891.51,35.92,33.58,142.28,838.55,174.5,36.16,65.55,146.92,44.61,82.31,56.5,82.07,41.57,29.4,23.59,29.88,268.68,17.59,87.52,89.68,106.4,70.44,#N/A,55.49,113.2,78.59
4/4/2017,118.04,130.04,906.83,36.19,33.41,141.73,834.57,174.52,36.28,65.73,145.5,44.59,82.97,56.68,82.37,41.69,29.69,23.44,30.02,269.56,17.72,87.31,89.91,106.63,71.11,#N/A,55.2,113.04,78.26
4/5/2017,117.64,129.89,909.28,36.01,33,141.85,831.41,172.88,36.22,65.56,143.62,44.49,85.34,56.47,82.53,41.51,29.31,23.17,29.97,266.98,17.69,86.19,89.97,106.74,70.8,#N/A,54.98,113,77.76
4/6/2017,116.81,130.15,898.28,35.92,33.08,141.17,827.88,172.45,36.03,65.73,143.74,44.18,85,56.53,83.01,40.6,29.51,23.26,29.93,267.11,17.56,86.48,89.4,106.67,70.74,#N/A,55.37,113.05,77.92
4/7/2017,117.44,130.22,894.88,35.84,32.96,140.78,824.67,172.14,36.03,65.68,143.11,44.29,84.38,56.32,82.76,40.59,29.86,23.16,29.99,270.23,17.37,86.18,89.23,104.99,71.11,#N/A,54.84,112.58,77.77
4/10/2017,117.84,130.16,907.04,35.79,33.01,141.04,824.73,171.2,35.8,65.53,143.85,44,84.24,56.52,83.13,40.38,30.19,23.02,30.01,269.03,17.36,85.88,89.49,106.42,71.04,#N/A,54.54,112.43,77.49
4/11/2017,116.08,129.95,902.36,35.41,32.92,139.92,823.35,170.58,35.74,65.48,144.35,44.17,83.86,55.35,82.84,40.31,29.57,22.92,30.04,270.27,17.54,85.73,89.8,105.75,71.2,#N/A,54.16,113.07,77.26
4/12/2017,115.58,129.38,896.23,35.45,32.62,139.58,824.32,170.66,35.63,65.23,143.83,44.18,83.37,53.39,82.97,40.56,29.86,22.65,29.77,268.51,18.02,85.4,90.31,104.23,70.63,#N/A,53.12,113.04,76.68
4/13/2017,114.86,129.05,884.67,35.26,32.42,139.39,823.56,169.53,35.25,64.95,142.92,44,83.13,52.79,81.69,40.28,29.97,22.34,29.56,268,18.2,84.4,90.03,103.74,70.54,#N/A,51.35,113.2,75.8
4/14/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/17/2017,115.72,129.99,901.99,35.46,32.61,141.42,837.17,171.1,35.48,65.48,147.25,44.29,84.2,52.89,81.58,40.3,30,22.81,29.64,269.88,18.2,85.86,90.39,104.87,71.28,#N/A,52.72,113.78,76.67
4/18/2017,116.24,129.81,903.78,35.3,32.67,140.96,836.82,170.05,35.77,65.39,143.36,44.52,83.71,52.67,81.05,40.25,29.82,22.71,29.84,268.78,18.22,85.16,90.8,104.1,71.46,#N/A,52.45,114.19,75.79
4/19/2017,116.95,130.22,899.2,35.17,32.65,142.27,838.21,161.69,35.91,65.04,139.76,44.19,83.5,52.61,80.49,40.25,29.95,22.74,30,269.63,18.38,84.46,89.6,104.46,71.06,#N/A,52.15,113.73,75.55
4/20/2017,119.21,131.42,902.06,35.61,32.83,143.8,841.65,162.3,36.18,65.5,141.18,44.53,84.05,52.66,81.01,40.36,29.71,23.07,30.27,271.85,18.52,85.55,89.33,105.53,71.7,#N/A,53.5,114.79,80.02
4/21/2017,119.23,131.52,898.53,35.57,32.82,143.68,843.19,160.38,36.32,66.4,142.87,44.43,83.79,52.5,80.69,39.93,29.95,22.71,29.55,273.09,18.29,84.52,88.62,105.77,72.36,#N/A,53,114.44,79.59
4/24/2017,119.36,132.89,907.41,35.91,33.28,145.47,862.76,160.75,36.75,67.53,143.83,44.84,84.17,52.81,81.11,40.02,30.14,23.63,29.55,276.21,18.54,87.5,89.55,106.97,73.2,#N/A,53.65,113.7,80.45
4/25/2017,118.69,133.49,907.62,36.13,33.42,146.49,872.3,160.39,36.87,67.92,152.16,44.72,84.75,53,81.73,39.94,29.84,23.98,29.45,270.02,18.61,88.26,90,107.36,73.55,#N/A,54.56,115.18,80.63
4/26/2017,118.98,132.79,909.29,35.92,33.4,146.56,871.73,160.06,36.93,67.83,150.17,44.69,84.95,53.04,81.4,40.44,29.86,23.89,29.26,270.35,18.63,88.43,87.74,107.62,74.38,#N/A,54.54,115.58,80.52
4/27/2017,120.49,133.38,918.38,35.95,33.75,147.7,874.25,160.32,37.43,68.27,153.08,44.77,85.85,53.21,81.26,39.91,30.15,23.65,29.08,271.14,18.77,87.61,87.69,108.83,74.75,#N/A,54.44,115.84,80.33
4/28/2017,121.3,133.74,924.99,35.91,34.07,150.25,905.96,160.29,36.15,68.46,152.2,44.96,86.12,53.74,81.65,39.63,29.65,23.34,28.99,269.45,18.82,87,87.33,107.46,74.88,#N/A,53.84,115.6,79.25
5/1/2017,121.25,135.11,948.23,36.65,33.97,152.46,912.57,158.84,36.31,69.41,155.35,45.05,86.66,53.6,82.06,39.1,29.02,23.61,28.94,268.43,18.93,87.06,87.09,106.54,74.84,#N/A,54.46,114.73,79.23
5/2/2017,120.68,135,946.94,36.88,34.24,152.78,916.44,159.1,36.97,69.3,156.45,45.13,87.09,53.29,82.05,38.95,28.82,23.53,28.99,269.49,18.9,86.5,86.22,106.92,75.09,#N/A,54.54,114.37,79.54
5/3/2017,120.3,134.85,941.03,36.77,34.25,151.8,927.04,158.63,36.98,69.08,155.59,44.89,86.55,54.49,82.7,38.4,29.4,23.77,29.23,269.6,18.81,87,86.43,107.35,75.71,#N/A,54.85,111.62,78.83
5/4/2017,120.82,134.61,937.53,36.63,34.18,150.85,931.66,159.05,36.85,68.81,157.25,45.47,86.52,54.91,81.64,38.01,29.22,23.85,29.2,270.51,18.79,87.1,86.45,107.05,76.15,#N/A,55.18,111.17,78.33
5/5/2017,121.52,134.84,934.15,37.24,34.39,150.24,927.13,155.05,36.82,69,156.6,45.58,86.97,54.93,82.02,38.56,29.35,23.74,29.22,273.03,18.91,87,86.5,107.43,76.37,#N/A,55.11,111.99,78.32
5/8/2017,121.11,135.12,949.04,38.25,34.29,151.06,934.3,153.03,36.54,68.94,156.38,45.56,86.86,54.62,82.89,38.57,28.92,23.96,29.07,272.5,19.31,87.1,86.55,107.52,76.2,#N/A,55.04,111.42,78.16
5/9/2017,121.07,135.6,952.82,38.5,33.9,150.48,932.17,152.11,36.37,69.04,157.46,45.48,87.13,55.15,82.31,38.22,29.05,23.98,28.93,273.87,19.24,86.75,86.4,106.51,76.44,#N/A,54.68,112.07,78.44
5/10/2017,121.2,136.15,948.95,38.32,33.74,150.29,928.78,151.25,36.01,69.31,160.28,45.53,87.31,55.33,81.91,38.45,30.04,24.15,28.7,271.74,19.36,87.43,86.49,105.1,76.16,#N/A,54.72,109.66,78.65
5/11/2017,120.8,136.29,947.62,38.49,33.63,150.04,930.6,150.65,35.69,68.46,158.54,45.16,87.71,54.68,82.61,38.44,30.43,24.07,28.87,272.09,19.26,87.16,86.17,104.15,76.32,#N/A,53.74,109.58,77.92
5/12/2017,120.96,136.84,961.35,39.03,33.45,150.33,932.22,150.37,35.53,68.38,160.81,45.08,89.04,55.32,82.55,38.49,29.52,24,28.27,271.26,19.3,86.92,86.19,104.13,76.04,#N/A,53.02,109.69,77.49
5/15/2017,122.25,137.6,957.97,38.92,34.23,150.19,937.08,151.51,35.63,68.43,160.02,45.32,89.8,55.4,82.8,38.59,29.14,24.06,28.18,272.35,19.36,87.34,86.33,105.29,76.1,#N/A,53.32,109.13,78.33
5/16/2017,123.14,138.03,966.07,38.87,34.3,149.78,943,153.68,35.82,69.41,159.41,45.29,89.75,55.95,82.55,38.19,28.82,23.99,28.04,271.65,19.47,87.61,86.24,104.5,76.4,#N/A,53.26,107.98,78.13
5/17/2017,120.44,134.33,944.76,37.56,33.82,144.85,919.62,150.93,35.04,67.48,153.2,44.23,87.84,55.36,81.99,37.46,28.6,22.57,27.41,269.24,18.96,84.27,86.26,102.87,75.25,#N/A,52.24,106.31,76.37
5/18/2017,120.4,134.54,958.49,38.14,31.38,147.66,930.24,150.78,35.22,67.71,155.7,44.17,87.75,56.12,81.75,37.95,29.09,22.74,27.48,267.32,18.78,83.96,85.87,103.19,75.12,#N/A,52.38,106.68,76.38
5/19/2017,120.98,136.43,959.84,38.27,31.21,148.06,934.01,151.98,35.4,67.69,157.02,44.31,87.4,57.67,81.93,38.24,29.23,23.05,28.05,272.79,19,84.78,86.24,103.42,76.25,#N/A,53.06,107.52,76.8
5/22/2017,122.71,138.86,970.67,38.5,31.59,148.24,941.86,152.64,35.77,68.45,157.16,44.63,88.94,59.28,82.29,38.25,29.28,23.04,28.18,277.03,19.11,84.7,86.21,103.78,76.56,#N/A,53.01,107.63,76.98
5/23/2017,122.15,139.52,971.54,38.45,31.76,148.07,948.82,152.03,35.86,68.68,157.95,44.56,88.49,59.22,82.58,38.31,29.12,23.39,28.28,278.36,18.96,85.76,86.08,104.2,76.82,#N/A,53.39,107.02,77.2
5/24/2017,121.95,141.12,980.35,38.34,31.49,150.04,954.96,152.51,36.12,68.77,157.75,44.83,89.6,58.64,82.29,38.15,29.13,23.36,27.83,280.05,19.01,85.71,86.5,104.72,76.83,#N/A,53.09,107.71,77.12
5/25/2017,123.1,142.85,993.38,38.47,31.44,151.96,969.54,153.2,36.26,69.62,163.05,45.2,91.27,58.45,81.75,38.23,29.24,23.25,27.49,282.06,18.37,85.35,86.86,105.94,76.93,#N/A,52.78,107.27,77.44
5/26/2017,122.89,141.89,995.78,38.4,31.5,152.13,971.47,152.49,36.26,69.96,162.43,45.26,90.83,57.52,81.55,38.12,29.45,23.24,27.45,283.65,18.47,85.36,87.25,105.87,76.68,#N/A,52.41,108.41,77.46
5/29/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/30/2017,123.77,142.41,996.7,38.42,31.68,152.38,975.88,151.73,36.18,70.41,163.22,45.42,90.86,57.34,81.1,38.55,29.76,22.91,27.36,280.09,18.94,83.9,87.4,106.81,76.32,#N/A,52.16,108.34,77.09
5/31/2017,124.47,141.86,994.62,38.19,31.53,151.46,964.86,152.63,36.11,69.84,163.07,45.39,89.64,57.27,80.5,38.53,29.78,22.41,27.38,281.13,18.76,82.15,88.09,105.97,76.32,#N/A,51.14,107.94,76.94
6/1/2017,125.29,141.38,995.95,38.3,31.82,151.53,966.95,152.67,36.12,70.1,162.99,45.79,90.05,58.62,80.7,38.87,30.25,22.63,27.72,280.96,18.95,83.06,88.13,107.66,76.64,#N/A,52.08,108.21,78.28
6/2/2017,125.74,143.48,1006.73,38.86,31.98,153.61,975.6,152.05,36.32,71.76,165.18,45.66,90.86,58.58,79.5,38.87,30.13,22.45,27.88,281.76,18.98,82.64,88.59,107.67,76.85,#N/A,51.81,107.18,78.49
6/5/2017,126.58,143.59,1011.34,38.48,31.76,153.63,983.68,152.41,36.34,72.28,165.06,45.92,91.38,58.86,80.12,38.81,30.09,22.41,27.98,280.13,18.8,82.79,88.74,107.95,76.13,#N/A,51.72,106.52,78.97
6/6/2017,126.33,143.03,1003,38.61,31.56,152.81,976.57,152.37,36.13,72.52,165.17,45.61,91.1,58.2,81.21,38.73,29.81,22.23,27.93,276.88,18.26,82.96,88.8,107.43,75.59,#N/A,51.81,105.5,78.85
6/7/2017,126.55,143.62,1010.07,38.84,31.61,153.12,981.08,150.98,36.26,72.39,165.61,45.4,91.39,57.53,80.91,38.76,29.71,22.6,27.68,277.38,18.24,83.91,88.77,106.68,75.38,#N/A,52.09,105.92,79.81
6/8/2017,126.17,142.63,1010.27,38.75,31.61,154.71,983.41,152.1,36.48,71.95,165.88,45.42,91.25,58.12,80.62,38.5,30.2,22.97,27.59,277.62,18.28,84.95,87.85,106.75,75.48,#N/A,52.56,104.32,79.95
6/9/2017,125.82,138.05,978.31,37.24,31.37,149.6,949.83,154.1,35.71,70.32,158.03,45.03,87.27,57.05,82.13,38.79,30.78,23.67,27.94,277,17.8,86.96,88.16,107.03,75.92,#N/A,53.8,105.62,80.31
6/12/2017,126.3,137.25,964.91,36.35,31.25,148.44,942.9,155.18,35.73,69.78,151.44,44.85,86.18,57.49,82.93,39.07,30.03,23.78,28.94,276.89,17.76,86.98,88.24,108.94,75.44,#N/A,54.09,107.04,80.17
6/13/2017,127.07,139.09,980.79,36.65,31.7,150.68,953.4,154.25,35.88,70.65,152.72,44.98,87.27,57.54,82.96,38.68,30.32,23.77,28.45,278.36,17.74,87.27,88.06,109.85,75.55,#N/A,54.45,106.56,80.59
6/14/2017,127.25,138.25,976.47,36.29,31.6,150.25,950.76,153.81,35.53,70.27,152.2,44.81,87.17,57.01,82.07,38.72,30.28,23.76,28.69,280.3,17.4,87.09,88.44,109.39,75.52,#N/A,54.53,106.14,80.84
6/15/2017,127.03,137.52,964.17,36.07,31.58,149.8,942.31,154.22,35.31,69.9,151.76,44.68,86.27,56.93,82.26,38.84,24.56,23.54,28.94,280.93,17.27,86.57,89.38,110.26,75.99,#N/A,53.9,105.98,80.7
